Sum of Age,Age-Demograph,Attrition,BusinessTravel,Sum of DailyRate,Department,Sum of DistanceFromHome,Sum of Education,Education_Description,EducationField,Sum of EmployeeCount,Sum of EmployeeNumber,Sum of EnvironmentSatisfaction,Name,Last_name,First_name,Gender,Environment_Satisfaction_Description,Job_Involvement_description,Sum of HourlyRate,Job_Level_Description,Job_Satisfaction__description,Sum of JobInvolvement,Sum of JobLevel,JobRole,MaritalStatus,Sum of JobSatisfaction,Sum of MonthlyIncome,Sum of MonthlyRate,Sum of NumCompaniesWorked,Over18,OverTime,Sum of PercentSalaryHike,performance_rate_description,Sum of PerformanceRating,promotion_desciption,relation_satisfaction_description,Sum of RelationshipSatisfaction,Sum of StandardHours,Stock_Option_Level_description,Sum of StockOptionLevel,Sum of TotalWorkingYears,Sum of TrainingTimesLastYear,Work_life_balance_description,Sum of WorkLifeBalance,Sum of YearsAtCompany,Sum of YearsInCurrentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager
35,25-35,Yes,Travel_Rarely,622,Research & Development,14,4,Master,Other,1,1010,3,Justan Corneil,Corneil,Justan,Male,High,Midium,39,Entry Level,Medium,2,1,Laboratory Technician,Divorced,2,3743,10074,1,Y,Yes,24,outstanding,4,Not promoted,Very High,4,80,Silver,1,5,2,Bad,1,4,2,0,2
31,25-35,No,Travel_Frequently,853,Research & Development,1,1,School,Life Sciences,1,1011,3,Ashlinn Druce,Druce,Ashlinn,Female,High,High,96,Junior,Low,3,2,Manufacturing Director,Married,1,4148,11275,1,Y,No,12,excellent,3,Not promoted,High,3,80,Silver,1,4,1,Better,3,4,3,0,3
18,Under-20,No,Non-Travel,287,Research & Development,5,2,College,Life Sciences,1,1012,2,Trell Jdon,Jdon,Trell,Male,Medium,High,73,Entry Level,Very High,3,1,Research Scientist,Single,4,1051,13493,1,Y,No,15,excellent,3,Not promoted,Very High,4,80,None,0,0,2,Better,3,0,0,0,0
54,46-55,No,Travel_Rarely,1441,Research & Development,17,3,Bachelor,Technical Degree,1,1013,3,Brookleigh Koorosh,Koorosh,Brookleigh,Female,High,High,56,Senior,High,3,3,Manufacturing Director,Married,3,10739,13943,8,Y,No,11,excellent,3,Not promoted,High,3,80,Silver,1,22,2,Better,3,10,7,0,8
35,25-35,No,Travel_Rarely,583,Research & Development,25,4,Master,Medical,1,1014,3,Sahanna Motty,Motty,Sahanna,Female,High,High,57,Senior,High,3,3,Healthcare Representative,Divorced,3,10388,6975,1,Y,Yes,11,excellent,3,Was promoted,High,3,80,Silver,1,16,3,Good,2,16,10,10,1
30,25-35,No,Travel_Rarely,153,Research & Development,8,2,College,Life Sciences,1,1015,2,Cailee Marqez,Marqez,Cailee,Female,Medium,Very High,73,Senior,Low,4,3,Research Director,Married,1,11416,17802,0,Y,Yes,12,excellent,3,Was promoted,High,3,80,Platinum,3,9,4,Good,2,8,7,1,7
20,Under-20,Yes,Travel_Rarely,1097,Research & Development,11,3,Bachelor,Medical,1,1016,4,Franyelis Dylanjacob,Dylanjacob,Franyelis,Female,Very High,Midium,98,Entry Level,Low,2,1,Research Scientist,Single,1,2600,18275,1,Y,Yes,15,excellent,3,Not promoted,Low,1,80,None,0,1,2,Better,3,1,0,0,0
30,25-35,Yes,Travel_Frequently,109,Research & Development,5,3,Bachelor,Medical,1,1017,2,Baya Kwame,Kwame,Baya,Female,Medium,High,60,Entry Level,Medium,3,1,Laboratory Technician,Single,2,2422,25725,0,Y,No,17,excellent,3,Was promoted,Low,1,80,None,0,4,3,Better,3,3,2,1,2
26,25-35,No,Travel_Rarely,1066,Research & Development,2,2,College,Medical,1,1018,4,Trenton Ioane,Ioane,Trenton,Male,Very High,Very High,32,Junior,Very High,4,2,Manufacturing Director,Married,4,5472,3334,1,Y,No,12,excellent,3,Was promoted,Medium,2,80,None,0,8,2,Better,3,8,7,1,3
22,Under-20,No,Travel_Rarely,217,Research & Development,8,1,School,Life Sciences,1,1019,2,Timonthy Jayshon,Jayshon,Timonthy,Male,Medium,Low,94,Entry Level,Low,1,1,Laboratory Technician,Married,1,2451,6881,1,Y,No,15,excellent,3,Was promoted,Low,1,80,Silver,1,4,3,Good,2,4,3,1,1
48,46-55,No,Travel_Rarely,277,Research & Development,6,3,Bachelor,Life Sciences,1,1022,1,Eichi Jason,Jason,Eichi,Male,Low,Midium,97,Junior,High,2,2,Healthcare Representative,Single,3,4240,13119,2,Y,No,13,excellent,3,Was promoted,Very High,4,80,None,0,19,0,Better,3,2,2,2,2
48,46-55,No,Travel_Rarely,1355,Research & Development,4,4,Master,Life Sciences,1,1024,3,Shequan Farad,Farad,Shequan,Male,High,Midium,78,Senior,High,2,3,Healthcare Representative,Single,3,10999,22245,7,Y,No,14,excellent,3,Was promoted,Medium,2,80,None,0,27,3,Better,3,15,11,4,8
41,36-45,No,Travel_Rarely,549,Research & Development,7,2,College,Medical,1,1025,4,Emeraude Burt,Burt,Emeraude,Female,Very High,High,42,Junior,High,3,2,Manufacturing Director,Single,3,5003,23371,6,Y,No,14,excellent,3,Was promoted,Medium,2,80,None,0,8,6,Better,3,2,2,2,1
39,36-45,No,Travel_Rarely,466,Research & Development,1,1,School,Life Sciences,1,1026,4,Kemya Jasion,Jasion,Kemya,Female,Very High,Midium,65,Team Lead,Very High,2,4,Manufacturing Director,Married,4,12742,7060,1,Y,No,16,excellent,3,Was promoted,High,3,80,Silver,1,21,3,Better,3,21,6,11,8
27,25-35,No,Travel_Rarely,1055,Research & Development,2,4,Master,Life Sciences,1,1027,1,Mikelia Chiebuka,Chiebuka,Mikelia,Female,Low,High,47,Junior,Very High,3,2,Manufacturing Director,Married,4,4227,4658,0,Y,No,18,excellent,3,Was promoted,Medium,2,80,Silver,1,4,2,Better,3,3,2,2,2
35,25-35,No,Travel_Rarely,802,Research & Development,10,3,Bachelor,Other,1,1028,2,Samuelle Ricahrd,Ricahrd,Samuelle,Male,Medium,High,45,Entry Level,Very High,3,1,Laboratory Technician,Divorced,4,3917,9541,1,Y,No,20,outstanding,4,Was promoted,Low,1,80,Silver,1,3,4,Good,2,3,2,1,2
42,36-45,No,Travel_Rarely,265,Sales,5,2,College,Marketing,1,1029,4,Kieston Owan,Owan,Kieston,Male,Very High,High,90,Executive,High,3,5,Manager,Married,3,18303,7770,6,Y,No,13,excellent,3,Not promoted,Medium,2,80,None,0,21,3,Best,4,1,0,0,0
50,46-55,No,Travel_Rarely,804,Research & Development,9,3,Bachelor,Life Sciences,1,1030,1,Neithen Rafferty,Rafferty,Neithen,Male,Low,High,64,Entry Level,Very High,3,1,Laboratory Technician,Married,4,2380,20165,4,Y,No,18,excellent,3,Not promoted,Medium,2,80,None,0,8,5,Better,3,1,0,0,0
59,Over-55,No,Travel_Rarely,715,Research & Development,2,3,Bachelor,Life Sciences,1,1032,3,Dinene Mykeal,Mykeal,Dinene,Female,High,Midium,69,Team Lead,Very High,2,4,Manufacturing Director,Single,4,13726,21829,3,Y,Yes,13,excellent,3,Was promoted,Low,1,80,None,0,30,4,Better,3,5,3,4,3
37,36-45,Yes,Travel_Rarely,1141,Research & Development,11,2,College,Medical,1,1033,1,Coya Richer,Richer,Coya,Female,Low,Low,61,Junior,Medium,1,2,Healthcare Representative,Married,2,4777,14382,5,Y,No,15,excellent,3,Not promoted,Low,1,80,None,0,15,2,Bad,1,1,0,0,0
55,46-55,No,Travel_Frequently,135,Research & Development,18,4,Master,Medical,1,1034,3,Hamilton Byrum,Byrum,Hamilton,Male,High,High,62,Junior,Medium,3,2,Healthcare Representative,Married,2,6385,12992,3,Y,Yes,14,excellent,3,Was promoted,Very High,4,80,Gold,2,17,3,Better,3,8,7,6,7
41,36-45,No,Non-Travel,247,Research & Development,7,1,School,Life Sciences,1,1035,2,Derenda Jameis,Jameis,Derenda,Female,Medium,Low,55,Executive,High,1,5,Research Director,Divorced,3,19973,20284,1,Y,No,22,outstanding,4,Was promoted,Medium,2,80,Gold,2,21,3,Better,3,21,16,5,10
38,36-45,No,Travel_Rarely,1035,Sales,3,4,Master,Life Sciences,1,1036,2,Abdourahman Geddes,Geddes,Abdourahman,Male,Medium,High,42,Junior,Very High,3,2,Sales Executive,Single,4,6861,4981,8,Y,Yes,12,excellent,3,Not promoted,High,3,80,None,0,19,1,Better,3,1,0,0,0
26,25-35,Yes,Non-Travel,265,Sales,29,2,College,Medical,1,1037,2,Maysin Kasaan,Kasaan,Maysin,Male,Medium,Low,79,Junior,Low,1,2,Sales Executive,Single,1,4969,21813,8,Y,No,18,excellent,3,Was promoted,Very High,4,80,None,0,7,6,Better,3,2,2,2,2
52,46-55,Yes,Travel_Rarely,266,Sales,2,1,School,Marketing,1,1038,1,Renya Rizwan,Rizwan,Renya,Female,Low,Low,57,Executive,Very High,1,5,Manager,Married,4,19845,25846,1,Y,No,15,excellent,3,Was promoted,Very High,4,80,Silver,1,33,3,Better,3,32,14,6,9
44,36-45,No,Travel_Rarely,1448,Sales,28,3,Bachelor,Medical,1,1039,4,Kaisleigh Tramell,Tramell,Kaisleigh,Female,Very High,Very High,53,Team Lead,Very High,4,4,Sales Executive,Married,4,13320,11737,3,Y,Yes,18,excellent,3,Was promoted,High,3,80,Silver,1,23,2,Better,3,12,11,11,11
50,46-55,No,Non-Travel,145,Sales,1,3,Bachelor,Life Sciences,1,1040,4,Matelynn Lochlann,Lochlann,Matelynn,Female,Very High,High,95,Junior,High,3,2,Sales Executive,Married,3,6347,24920,0,Y,No,12,excellent,3,Not promoted,Low,1,80,Silver,1,19,3,Better,3,18,7,0,13
36,36-45,Yes,Travel_Rarely,885,Research & Development,16,4,Master,Life Sciences,1,1042,3,Tiera Koorosh,Koorosh,Tiera,Female,High,Very High,43,Entry Level,Low,4,1,Laboratory Technician,Single,1,2743,8269,1,Y,No,16,excellent,3,Was promoted,High,3,80,None,0,18,1,Better,3,17,13,15,14
39,36-45,No,Travel_Frequently,945,Research & Development,22,3,Bachelor,Medical,1,1043,4,Pammy Broch,Broch,Pammy,Female,Very High,High,82,Senior,Low,3,3,Manufacturing Director,Single,1,10880,5083,1,Y,Yes,13,excellent,3,Was promoted,High,3,80,None,0,21,2,Better,3,21,6,2,8
33,25-35,No,Non-Travel,1038,Sales,8,1,School,Life Sciences,1,1044,2,Suzan Taydon,Taydon,Suzan,Female,Medium,Midium,88,Entry Level,Very High,2,1,Sales Representative,Single,4,2342,21437,0,Y,No,19,excellent,3,Was promoted,Very High,4,80,None,0,3,2,Good,2,2,2,2,2
45,36-45,No,Travel_Rarely,1234,Sales,11,2,College,Life Sciences,1,1045,4,Nanetta Stepen,Stepen,Nanetta,Female,Very High,High,90,Team Lead,Very High,3,4,Manager,Married,4,17650,5404,3,Y,No,13,excellent,3,Was promoted,Medium,2,80,Silver,1,26,4,Best,4,9,3,1,1
32,25-35,No,Non-Travel,1109,Research & Development,29,4,Master,Medical,1,1046,4,Kindall Aiden,Aiden,Kindall,Female,Very High,High,69,Entry Level,High,3,1,Laboratory Technician,Single,3,4025,11135,9,Y,No,12,excellent,3,Was promoted,Medium,2,80,None,0,10,2,Better,3,8,7,7,7
34,25-35,No,Travel_Rarely,216,Sales,1,4,Master,Marketing,1,1047,2,Eryc Deklyn,Deklyn,Eryc,Male,Medium,Very High,75,Junior,Very High,4,2,Sales Executive,Divorced,4,9725,12278,0,Y,No,11,excellent,3,Not promoted,Very High,4,80,Silver,1,16,2,Good,2,15,1,0,9
59,Over-55,No,Travel_Rarely,1089,Sales,1,2,College,Technical Degree,1,1048,2,Briam Jonpatrick,Jonpatrick,Briam,Male,Medium,High,66,Senior,Very High,3,3,Manager,Married,4,11904,11038,3,Y,Yes,14,excellent,3,Not promoted,High,3,80,Silver,1,14,1,Bad,1,6,4,0,4
45,36-45,No,Travel_Rarely,788,Human Resources,24,4,Master,Medical,1,1049,2,Rafael Kayeden,Kayeden,Rafael,Male,Medium,High,36,Entry Level,Medium,3,1,Human Resources,Single,2,2177,8318,1,Y,No,16,excellent,3,Not promoted,Low,1,80,None,0,6,3,Better,3,6,3,0,4
53,46-55,No,Travel_Frequently,124,Sales,2,3,Bachelor,Marketing,1,1050,3,Breyanne Kienan,Kienan,Breyanne,Female,High,Midium,38,Senior,Medium,2,3,Sales Executive,Married,2,7525,23537,2,Y,No,12,excellent,3,Was promoted,Low,1,80,Silver,1,30,2,Better,3,15,7,6,12
36,36-45,Yes,Travel_Rarely,660,Research & Development,15,3,Bachelor,Other,1,1052,1,Dekoven Shinji,Shinji,Dekoven,Male,Low,High,81,Junior,High,3,2,Laboratory Technician,Divorced,3,4834,7858,7,Y,No,14,excellent,3,Not promoted,Medium,2,80,Silver,1,9,3,Good,2,1,0,0,0
26,25-35,Yes,Travel_Frequently,342,Research & Development,2,3,Bachelor,Life Sciences,1,1053,1,Kwabena Jatari,Jatari,Kwabena,Male,Low,High,57,Entry Level,Low,3,1,Research Scientist,Married,1,2042,15346,6,Y,Yes,14,excellent,3,Was promoted,Medium,2,80,Silver,1,6,2,Better,3,3,2,1,2
34,25-35,No,Travel_Rarely,1333,Sales,10,4,Master,Life Sciences,1,1055,3,Amysue Xian,Xian,Amysue,Female,High,High,87,Entry Level,High,3,1,Sales Representative,Married,3,2220,18410,1,Y,Yes,19,excellent,3,Not promoted,Very High,4,80,Silver,1,1,2,Better,3,1,1,0,0
28,25-35,No,Travel_Rarely,1144,Sales,10,1,School,Medical,1,1056,4,Darric Siosiua,Siosiua,Darric,Male,Very High,High,74,Entry Level,Medium,3,1,Sales Representative,Married,2,1052,23384,1,Y,No,22,outstanding,4,Not promoted,Medium,2,80,None,0,1,5,Better,3,1,0,0,0
38,36-45,No,Travel_Frequently,1186,Research & Development,3,4,Master,Other,1,1060,3,Jzon Kalix,Kalix,Jzon,Male,High,High,44,Entry Level,High,3,1,Research Scientist,Married,3,2821,2997,3,Y,No,16,excellent,3,Was promoted,Low,1,80,Silver,1,8,2,Better,3,2,2,2,2
50,46-55,No,Travel_Rarely,1464,Research & Development,2,4,Master,Medical,1,1061,2,Gerhardt Chadric,Chadric,Gerhardt,Male,Medium,High,62,Executive,High,3,5,Research Director,Married,3,19237,12853,2,Y,Yes,11,excellent,3,Was promoted,Very High,4,80,Silver,1,29,2,Good,2,8,1,7,7
37,36-45,No,Travel_Rarely,124,Research & Development,3,3,Bachelor,Other,1,1062,4,Jovienne Kuan,Kuan,Jovienne,Female,Very High,High,35,Junior,Medium,3,2,Healthcare Representative,Single,2,4107,13848,3,Y,No,15,excellent,3,Not promoted,Low,1,80,None,0,8,3,Good,2,4,3,0,1
40,36-45,No,Travel_Rarely,300,Sales,26,3,Bachelor,Marketing,1,1066,3,Srisai Danen,Danen,Srisai,Male,High,High,74,Junior,Low,3,2,Sales Executive,Married,1,8396,22217,1,Y,No,14,excellent,3,Was promoted,Medium,2,80,Silver,1,8,3,Good,2,7,7,7,5
26,25-35,No,Travel_Frequently,921,Research & Development,1,1,School,Medical,1,1068,1,Natlie Waris,Waris,Natlie,Female,Low,Midium,66,Entry Level,High,2,1,Research Scientist,Divorced,3,2007,25265,1,Y,No,13,excellent,3,Was promoted,High,3,80,Gold,2,5,5,Better,3,5,3,1,3
46,46-55,No,Travel_Rarely,430,Research & Development,1,4,Master,Medical,1,1069,4,Aleksandr Alaxander,Alaxander,Aleksandr,Male,Very High,High,40,Executive,Very High,3,5,Research Director,Divorced,4,19627,21445,9,Y,No,17,excellent,3,Was promoted,Very High,4,80,Gold,2,23,0,Better,3,2,2,2,2
54,46-55,No,Travel_Rarely,1082,Sales,2,4,Master,Life Sciences,1,1070,3,Charlett Yaden,Yaden,Charlett,Female,High,Midium,41,Senior,High,2,3,Sales Executive,Married,3,10686,8392,6,Y,No,11,excellent,3,Was promoted,Medium,2,80,Silver,1,13,4,Better,3,9,4,7,0
56,Over-55,No,Travel_Frequently,1240,Research & Development,9,3,Bachelor,Medical,1,1071,1,Kubra Aiiden,Aiiden,Kubra,Female,Low,High,63,Entry Level,High,3,1,Research Scientist,Married,3,2942,12154,2,Y,No,19,excellent,3,Not promoted,Medium,2,80,Silver,1,18,4,Better,3,5,4,0,3
36,36-45,No,Travel_Rarely,796,Research & Development,12,5,Doctor,Medical,1,1073,4,Areonia Macarius,Macarius,Areonia,Female,Very High,Midium,51,Senior,Very High,2,3,Manufacturing Director,Single,4,8858,15669,0,Y,No,11,excellent,3,Was promoted,Medium,2,80,None,0,15,2,Good,2,14,8,7,8
55,46-55,No,Non-Travel,444,Research & Development,2,1,School,Medical,1,1074,3,Kenzell Aemon,Aemon,Kenzell,Male,High,Midium,40,Team Lead,Low,2,4,Manager,Single,1,16756,17323,7,Y,No,15,excellent,3,Was promoted,Medium,2,80,None,0,31,3,Best,4,9,7,6,2
43,36-45,No,Travel_Rarely,415,Sales,25,3,Bachelor,Medical,1,1076,3,Franchesco Truel,Truel,Franchesco,Male,High,Midium,79,Senior,Very High,2,3,Sales Executive,Divorced,4,10798,5268,5,Y,No,13,excellent,3,Not promoted,High,3,80,Silver,1,18,5,Better,3,1,0,0,0
20,Under-20,Yes,Travel_Frequently,769,Sales,9,3,Bachelor,Marketing,1,1077,4,Annay Lalit,Lalit,Annay,Female,Very High,High,54,Entry Level,Very High,3,1,Sales Representative,Single,4,2323,17205,1,Y,Yes,14,excellent,3,Not promoted,Medium,2,80,None,0,2,3,Better,3,2,2,0,2
21,Under-20,Yes,Travel_Rarely,1334,Research & Development,10,3,Bachelor,Life Sciences,1,1079,3,Toshiko Amrom,Amrom,Toshiko,Female,High,Midium,36,Entry Level,Low,2,1,Laboratory Technician,Single,1,1416,17258,1,Y,No,13,excellent,3,Was promoted,Low,1,80,None,0,1,6,Good,2,1,0,1,0
46,46-55,No,Travel_Rarely,1003,Research & Development,8,4,Master,Life Sciences,1,1080,4,Michellemarie Khalik,Khalik,Michellemarie,Female,Very High,Midium,74,Junior,Low,2,2,Research Scientist,Divorced,1,4615,21029,8,Y,Yes,23,outstanding,4,Was promoted,Low,1,80,Platinum,3,19,2,Better,3,16,13,1,7
51,46-55,Yes,Travel_Rarely,1323,Research & Development,4,4,Master,Life Sciences,1,1081,1,Pritam Kaled,Kaled,Pritam,Male,Low,High,34,Entry Level,High,3,1,Research Scientist,Married,3,2461,10332,9,Y,Yes,12,excellent,3,Was promoted,High,3,80,Platinum,3,18,2,Best,4,10,0,2,7
28,25-35,Yes,Non-Travel,1366,Research & Development,24,2,College,Technical Degree,1,1082,2,Akhilles Kostantinos,Kostantinos,Akhilles,Male,Medium,Midium,72,Senior,Low,2,3,Healthcare Representative,Single,1,8722,12355,1,Y,No,12,excellent,3,Was promoted,Low,1,80,None,0,10,2,Good,2,10,7,1,9
26,25-35,No,Travel_Rarely,192,Research & Development,1,2,College,Medical,1,1083,1,Dearon Klinton,Klinton,Dearon,Male,Low,Midium,59,Entry Level,Low,2,1,Laboratory Technician,Married,1,3955,11141,1,Y,No,16,excellent,3,Was promoted,Low,1,80,Gold,2,6,2,Better,3,5,3,1,3
30,25-35,No,Travel_Rarely,1176,Research & Development,20,3,Bachelor,Other,1,1084,3,Urey Oussama,Oussama,Urey,Male,High,High,85,Junior,Low,3,2,Manufacturing Director,Married,1,9957,9096,0,Y,No,15,excellent,3,Not promoted,High,3,80,Silver,1,7,1,Good,2,6,2,0,2
41,36-45,No,Travel_Rarely,509,Research & Development,7,2,College,Technical Degree,1,1085,2,Noellie Cloy,Cloy,Noellie,Female,Medium,Very High,43,Entry Level,High,4,1,Research Scientist,Married,3,3376,18863,1,Y,No,13,excellent,3,Not promoted,High,3,80,None,0,10,3,Better,3,10,6,0,8
38,36-45,No,Travel_Rarely,330,Research & Development,17,1,School,Life Sciences,1,1088,3,Vivienna Cincere,Cincere,Vivienna,Female,High,Midium,65,Senior,High,2,3,Healthcare Representative,Married,3,8823,24608,0,Y,No,18,excellent,3,Was promoted,Low,1,80,Silver,1,20,4,Good,2,19,9,1,9
40,36-45,No,Travel_Rarely,1492,Research & Development,20,4,Master,Technical Degree,1,1092,1,Azeez Caedyn,Caedyn,Azeez,Male,Low,High,61,Senior,Very High,3,3,Healthcare Representative,Married,4,10322,26542,4,Y,No,20,outstanding,4,Was promoted,Very High,4,80,Silver,1,14,6,Better,3,11,10,11,1
27,25-35,No,Non-Travel,1277,Research & Development,8,5,Doctor,Life Sciences,1,1094,1,Boban Json,Json,Boban,Male,Low,Low,87,Entry Level,High,1,1,Laboratory Technician,Married,3,4621,5869,1,Y,No,19,excellent,3,Was promoted,Very High,4,80,Platinum,3,3,4,Better,3,3,2,1,2
55,46-55,No,Travel_Frequently,1091,Research & Development,2,1,School,Life Sciences,1,1096,4,Tharun Yvens,Yvens,Tharun,Male,Very High,High,65,Senior,Medium,3,3,Manufacturing Director,Married,2,10976,15813,3,Y,No,18,excellent,3,Was promoted,Medium,2,80,Silver,1,23,4,Better,3,3,2,1,2
28,25-35,No,Travel_Rarely,857,Research & Development,10,3,Bachelor,Other,1,1097,3,Aleijah Yuito,Yuito,Aleijah,Female,High,High,59,Junior,High,3,2,Research Scientist,Single,3,3660,7909,3,Y,No,13,excellent,3,Was promoted,Very High,4,80,None,0,10,4,Best,4,8,7,1,7
44,36-45,Yes,Travel_Rarely,1376,Human Resources,1,2,College,Medical,1,1098,2,Tyjhon Traymon,Traymon,Tyjhon,Male,Medium,Midium,91,Senior,Low,2,3,Human Resources,Married,1,10482,2326,9,Y,No,14,excellent,3,Was promoted,Very High,4,80,Silver,1,24,1,Better,3,20,6,3,6
33,25-35,No,Travel_Rarely,654,Research & Development,5,3,Bachelor,Life Sciences,1,1099,4,Caulen Jothan,Jothan,Caulen,Male,Very High,Midium,34,Senior,Very High,2,3,Healthcare Representative,Divorced,4,7119,21214,4,Y,No,15,excellent,3,Was promoted,High,3,80,Silver,1,9,2,Better,3,3,2,1,2
35,25-35,Yes,Travel_Rarely,1204,Sales,4,3,Bachelor,Technical Degree,1,1100,4,Dequindre Climon,Climon,Dequindre,Male,Very High,High,86,Senior,Low,3,3,Sales Executive,Single,1,9582,10333,0,Y,Yes,22,outstanding,4,Was promoted,Low,1,80,None,0,9,2,Better,3,8,7,4,7
33,25-35,Yes,Travel_Frequently,827,Research & Development,29,4,Master,Medical,1,1101,1,Laquella Wilem,Wilem,Laquella,Female,Low,Midium,54,Junior,High,2,2,Research Scientist,Single,3,4508,3129,1,Y,No,22,outstanding,4,Was promoted,Medium,2,80,None,0,14,4,Better,3,13,7,3,8
28,25-35,No,Travel_Rarely,895,Research & Development,15,2,College,Life Sciences,1,1102,1,Gustav Bixby,Bixby,Gustav,Male,Low,High,50,Entry Level,High,3,1,Laboratory Technician,Divorced,3,2207,22482,1,Y,No,16,excellent,3,Was promoted,Very High,4,80,Silver,1,4,5,Good,2,4,2,2,2
34,25-35,No,Travel_Frequently,618,Research & Development,3,1,School,Life Sciences,1,1103,1,Jacavion Jaasir,Jaasir,Jacavion,Male,Low,High,45,Junior,Very High,3,2,Healthcare Representative,Single,4,7756,22266,0,Y,No,17,excellent,3,Not promoted,High,3,80,None,0,7,1,Good,2,6,2,0,4
37,36-45,No,Travel_Rarely,309,Sales,10,4,Master,Life Sciences,1,1105,4,Devorah Yazen,Yazen,Devorah,Female,Very High,Midium,88,Junior,Very High,2,2,Sales Executive,Divorced,4,6694,24223,2,Y,Yes,14,excellent,3,Not promoted,High,3,80,Platinum,3,8,5,Better,3,1,0,0,0
25,25-35,Yes,Travel_Rarely,1219,Research & Development,4,1,School,Technical Degree,1,1106,4,Dhylan Beckum,Beckum,Dhylan,Male,Very High,High,32,Entry Level,Very High,3,1,Laboratory Technician,Married,4,3691,4605,1,Y,Yes,15,excellent,3,Was promoted,Medium,2,80,Silver,1,7,3,Best,4,7,7,5,6
26,25-35,Yes,Travel_Rarely,1330,Research & Development,21,3,Bachelor,Medical,1,1107,1,Ciprian Nyquan,Nyquan,Ciprian,Male,Low,High,37,Entry Level,High,3,1,Laboratory Technician,Divorced,3,2377,19373,1,Y,No,20,outstanding,4,Not promoted,High,3,80,Silver,1,1,0,Good,2,1,1,0,0
33,25-35,Yes,Travel_Rarely,1017,Research & Development,25,3,Bachelor,Medical,1,1108,1,Dhruvin Jagger,Jagger,Dhruvin,Male,Low,Midium,55,Entry Level,Medium,2,1,Research Scientist,Single,2,2313,2993,4,Y,Yes,20,outstanding,4,Was promoted,Medium,2,80,None,0,5,0,Better,3,2,2,2,2
42,36-45,No,Travel_Rarely,469,Research & Development,2,2,College,Medical,1,1109,4,Devlen Corran,Corran,Devlen,Male,Very High,High,35,Team Lead,Low,3,4,Manager,Married,1,17665,14399,0,Y,No,17,excellent,3,Was promoted,Very High,4,80,Silver,1,23,3,Better,3,22,6,13,7
28,25-35,Yes,Travel_Frequently,1009,Research & Development,1,3,Bachelor,Medical,1,1111,1,Connall Jammes,Jammes,Connall,Male,Low,Midium,45,Entry Level,Medium,2,1,Laboratory Technician,Divorced,2,2596,7160,1,Y,No,15,excellent,3,Not promoted,Low,1,80,Gold,2,1,2,Better,3,1,0,0,0
50,46-55,Yes,Travel_Frequently,959,Sales,1,4,Master,Other,1,1113,4,Kamilo Eldred,Eldred,Kamilo,Male,Very High,High,81,Junior,High,3,2,Sales Executive,Single,3,4728,17251,3,Y,Yes,14,excellent,3,Not promoted,Very High,4,80,None,0,5,4,Better,3,0,0,0,0
33,25-35,No,Travel_Frequently,970,Sales,7,3,Bachelor,Life Sciences,1,1114,4,Alekzandra Joshusa,Joshusa,Alekzandra,Female,Very High,High,30,Junior,Medium,3,2,Sales Executive,Married,2,4302,13401,0,Y,No,17,excellent,3,Not promoted,High,3,80,Silver,1,4,3,Better,3,3,2,0,2
34,25-35,No,Non-Travel,697,Research & Development,3,4,Master,Life Sciences,1,1115,3,Nathon Jabrandon,Jabrandon,Nathon,Male,High,Midium,40,Entry Level,Very High,2,1,Research Scientist,Married,4,2979,22478,3,Y,No,17,excellent,3,Not promoted,Very High,4,80,Platinum,3,6,2,Better,3,0,0,0,0
48,46-55,No,Non-Travel,1262,Research & Development,1,4,Master,Medical,1,1116,1,Silvanus Geoffry,Geoffry,Silvanus,Male,Low,Very High,35,Team Lead,Very High,4,4,Manager,Single,4,16885,16154,2,Y,No,22,outstanding,4,Was promoted,High,3,80,None,0,27,3,Good,2,5,4,2,1
45,36-45,No,Non-Travel,1050,Sales,9,4,Master,Life Sciences,1,1117,2,Analiza Toshiaki,Toshiaki,Analiza,Female,Medium,Midium,65,Junior,High,2,2,Sales Executive,Married,3,5593,17970,1,Y,No,13,excellent,3,Was promoted,Very High,4,80,Silver,1,15,2,Better,3,15,10,4,12
52,46-55,No,Travel_Rarely,994,Research & Development,7,4,Master,Life Sciences,1,1118,2,Luken Oakey,Oakey,Luken,Male,Medium,High,87,Senior,Medium,3,3,Healthcare Representative,Single,2,10445,15322,7,Y,No,19,excellent,3,Was promoted,Very High,4,80,None,0,18,4,Better,3,8,6,4,0
